CR_WARRANTOR_IDENTIFIER|CR_WARRANTY_NUMBER|CR_NJ_BUILDERS_REG_NUMBER|CR_WARRANTY_START_DTE|CR_COMUN_CODE|CR_BUILDING_STREET_NAME|CR_BUILDING_STREET_NUMBER|CR_BUILDING_CITY|CR_SALE_PRICE|CR_BUILDING_TYPE|CR_CONSTRUCTION_TYPE|CR_STORIES|CR_OWNER_TYPE|CR_BLOCK_NUMBER|CR_LOT_NUMBER|COMPANY_NAME
PWC|05109846|32795|20141001|601|Twin Oaks Drive|14|BRIDGETON|160000|101|C|2|H|110.01|3|SHERWOOD FOREST HOMES LLC
PWC|05098198|32795|20140829|601|Twin Oaks Drive|12|BRIDGETON|160000|101|C|2|H|110.01|2|SHERWOOD FOREST HOMES LLC
PWC|05145029|32795|20141217|111|Maria Loretta Lane|346|ABSECON|222254|101|C|2|H|561.03|46.12|SHERWOOD FOREST HOMES LLC
PWC|05221985|33390|20150228|509|50th Street|28|SEA ISLE CITY|1150000|101|C|2|H|50.05|9.01 + 9.|OCEANS 12 LLC
PWC|05154571|33729|20141121|115|N 29th Street|42|LONGPORT|500000|101|C|2|H|37|08|W J CENTER LINE CONSTRUCTION
PWC|05045737|35437|20150227|509|47th Street - East|139|SEA ISLE CITY|770000|102|C|2|H|46.03|3|REDFERN OCEAN LLC
PWC|05143607|35437|20150220|509|Landis Avenue - South|4708|SEA ISLE CITY|730000|102|C|2|H|47.03|11.02 + 1|REDFERN OCEAN LLC
PWC|05143593|35437|20150116|509|Landis Avenue - North|4708|SEA ISLE CITY|735000|102|C|2|H|47.03|11.02 + 1|REDFERN OCEAN LLC
PWC|04895352|36025|20141212|905|Maxwell Ln #501|1100|Hoboken|1776205|101|C|2|H|261.01|1|PT MAXWELL LLC
PWC|04896286|36025|20150122|905|Maxwell Ln #239|1100|Hoboken|586995|102|C|2|H|261.01|1|PT MAXWELL LLC
PWC|04896163|36025|20150206|905|Maxwell Ln #333|1100|Hoboken|1685679|101|C|2|H|261.01|1|PT MAXWELL LLC
PWC|05000105|37283|20150227|501|31st Street|138|AVALON|1760000|102|C|2|H|31.03|30|KENS SHORE THING LLC
PWC|S10188574521|37331|20150114|409|Champions Run|4521|Cherry Hill|277640|104|C|2|C|54.02|5C4521|CHERRY HILL PARTNERS AT PARK PLACE LLC
PWC|S10188574532|37331|20150116|409|Champions Run|4532|Cherry Hill|255990|104|C|2|C|54.02|5C4532|CHERRY HILL PARTNERS AT PARK PLACE LLC
PWC|S10188574535|37331|20150115|409|Champions Run|4535|Cherry Hill|284290|104|C|2|C|54.02|5C4535|CHERRY HILL PARTNERS AT PARK PLACE LLC
PWC|02361608|38392|20150122|1616|Pebble Rd #B2|7|Woodland Park|389273|102|C|2|H|113|1201C6403|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361632|38392|20150116|1616|Pebble Rd #C2|7|Woodland Park|489522|102|C|2|H|113|1201C6406|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361624|38392|20141205|1616|Pebble Rd #C1|7|Woodland Park|486611|102|C|2|H|113|1201C6405|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361665|38392|20141218|1616|Pebble Rd #D2|7|Woodland Park|513993|102|C|2|H|113|1201C6409|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361889|38392|20150223|1616|Pebble Rd #C1|5|Woodland Park|486246|102|C|2|H|113|1201C6905|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361921|38392|20150218|1616|Pebble Rd #D2|5|Woodland Park|491750|102|C|2|H|113|1201C6909|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362168|38392|20150121|1616|Pebble Rd #B2|4|Woodland Park|405730|102|C|2|H|113|1201C7203|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362226|38392|20150130|1616|Pebble Rd #D2|4|Woodland Park|426139|102|C|2|H|113|1201C7209|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05101219|38392|20150217|1602|Brownstone Rd|10|Clifton|599000|102|C|2|H|38.01|11.02CM07|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05136208|38392|20150202|1602|Brownstone Rd|105|Clifton|602498|102|C|2|H|38.01|11.02CG04|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05136199|38392|20150130|1602|Brownstone Rd|101|Clifton|611281|102|C|2|H|38.01|11.02CG04|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05136182|38392|20150130|1602|Brownstone Rd|97|Clifton|440775|102|C|2|H|38.01|11.02CG03|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05136177|38392|20150220|1602|Brownstone Rd|95|Clifton|422000|102|C|2|H|38.01|11.02CG03|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05136169|38392|20150130|1602|Brownstone Rd|103|Clifton|613585|102|C|2|H|38.01|11.02CG04|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362325|38392|20150119|1616|Pebble Rd #D2|6|Woodland Park|443134|102|C|2|H|113|1201C7309|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362283|38392|20150128|1616|Pebble Rd #C1|6|Woodland Park|449262|102|C|2|H|113|1201C7305|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362242|38392|20150120|1616|Pebble Rd #A2|6|Woodland Park|395000|102|C|2|H|113|1201C7301|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362234|38392|20150119|1616|Pebble Rd #D3|4|Woodland Park|521760|102|C|2|H|113|1201C7210|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362176|38392|20150119|1616|Pebble Rd #B3|4|Woodland Park|410538|102|C|2|H|113|1201C7204|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02362143|38392|20150121|1616|Pebble Rd #A2|4|Woodland Park|405391|102|C|2|H|113|1201C7201|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361905|38392|20150220|1616|Pebble Rd #C3|5|Woodland Park|525769|102|C|2|H|113|1201C6907|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361855|38392|20150219|1616|Pebble Rd #A3|5|Woodland Park|412188|102|C|2|H|113|1201C6902|K HOVNANIAN AT GREAT NOTCH LLC
PWC|02361640|38392|20141218|1616|Pebble Rd #C3|7|Woodland Park|504000|102|C|2|H|113|1201C6407|K HOVNANIAN AT GREAT NOTCH LLC
PWC|05168774|38626|20141230|322|Madeira Ct|8|MOORESTOWN|797215|101|C|2|H|6505|57|ORLEANS AT MAIN STREET LLC
PWC|05188938|38626|20150129|322|Madeira Ct|10|MOORESTOWN|775000|101|C|2|H|6505|56|ORLEANS AT MAIN STREET LLC
PWC|05168782|38626|20141230|322|Madeira Ct|9|MOORESTOWN|868350|101|C|2|H|6505|45|ORLEANS AT MAIN STREET LLC
PWC|05068587|39142|20140814|1342|Ridge Rd|92|RUMSON|2100000|101|C|2|H|2|18|FOREFRONT HOMES LLC
PWC|05088046|39142|20140924|1342|Bingham Ave|63|RUMSON|1435000|101|C|2|H|36|23|FOREFRONT HOMES LLC
PWC|05088053|39142|20140915|1342|Rumson Rd|73|RUMSON|1799000|101|C|2|H|131|2|FOREFRONT HOMES LLC
PWC|02477164|39587|20141208|1516|Gimball Rd|47|Little Egg Harbor|286500|102|C|2|H|124|9.54|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02477248|39587|20141223|1516|Newport Way|355|Little Egg Harbor|335611|101|C|2|H|124|9.62|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02478287|39587|20150105|1516|Hamble Rd|26|Little Egg Harbor|402373|101|C|2|H|124.03|13|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02477495|39587|20141223|1516|Newport Way|308|Little Egg Harbor|309218|101|C|2|H|124|9.88|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02477453|39587|20150220|1516|Newport Way|316|Little Egg Harbor|275000|102|C|2|H|124|9.84|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02477230|39587|20150223|1516|Newport Way|353|Little Egg Harbor|296000|101|C|2|H|124|9.61|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02478360|39587|20150123|1516|Hamble Rd|44|Little Egg Harbor|321876|101|C|2|H|124.03|21|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02479715|39587|20150112|1516|Chatham Rd|58|Little Egg Harbor|423130|101|C|2|H|124.04|24|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02479707|39587|20150120|1516|Chatham Rd|56|Little Egg Harbor|316798|101|C|2|H|124.04|23|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02479640|39587|20150116|1516|Starboard Ct|9|Little Egg Harbor|359157|101|C|2|H|124.04|18|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02479624|39587|20150119|1516|Starboard Ct|13|Little Egg Harbor|347207|101|C|2|H|124.04|16|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|02478964|39587|20150129|1516|Hamble Rd|27|Little Egg Harbor|318265|101|C|2|H|124.02|38|K HOVNANIAN AT EGG HARBOR TWP II LLC
PWC|05144629|39886|20141211|240|Rio Vista Lane|1211|NORTHVALE|445000|101|C|2|H|908|1CT211|RIO VISTA HOMES AT NORTHVALE LLC
PWC|05144639|39886|20150105|240|Rio Vista Lane|2304|NORTHVALE|275000|102|C|2|H|908|6CT504|RIO VISTA HOMES AT NORTHVALE LLC
PWC|05197164|39886|20150127|240|Rio Vista Lane|2302|NORTHVALE|360000|102|C|2|H|603|6CT502|RIO VISTA HOMES AT NORTHVALE LLC
PWC|05196465|39979|20150130|318|Manchester Ct|12|COLUMBUS|550000|101|C|2|H|31|22|ORLEANS AT COVINGTON MANOR LLC
PWC|05196703|39979|20150130|318|Manchester Ct|17|COLUMBUS|525000|101|C|2|H|31|11|ORLEANS AT COVINGTON MANOR LLC
PWC|05196738|39979|20150130|318|Manchester Ct|20|COLUMBUS|600000|101|C|2|H|31|18|ORLEANS AT COVINGTON MANOR LLC
PWC|04870087|40183|20150115|1213|Potomac Ave|36|Monroe|602345|101|C|2|H|25|25.17|K HOVNANIAN AT MONROE NJ LLC
PWC|04870131|40183|20150123|1213|Potomac Ave|46|Monroe|621611|101|C|2|H|25|25.22|K HOVNANIAN AT MONROE NJ LLC
PWC|04870247|40183|20150115|1213|Monticello Ave|8|Monroe|612250|101|C|2|H|25|25.33|K HOVNANIAN AT MONROE NJ LLC
PWC|04870115|40183|20150112|1213|Potomac Ave|42|Monroe|663253|101|C|2|H|25|25.20|K HOVNANIAN AT MONROE NJ LLC
PWC|04870482|40183|20150116|1213|Saratoga Ln|50|Monroe|611587|101|C|2|H|25|25.59|K HOVNANIAN AT MONROE NJ LLC
HBW|NJ121274|45679|20141024|1334|-9 Steiner Ave|99|Neptune City|254999|102|C|0||10-9|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ121286|45679|20141031|1334|-5 Steiner Avenue|99|Neptune City|270000|102|C|0||10-5|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ121169|46069|20141230|1516|S Spinnaker Dr|51|Little Egg Harbor|409202|101|M|0||37|326.32|WESTRUM COASTAL HOMES LLC
NHW|202270|15700|20140930|2020|KIMBALL AVENUE|648|WESTFIELD|1200000|101|C|2|N|1207|11|ELSHIEKH ENTERPRISES LLC*
HBW|NJ121950|47122|20150102|901|Oak Street|1|Bayonne|535000|103|C|0||1.03|307|OAK STREET DEVELOPMENT LLC
NHW|202657|19771|20150116|1222|TEEPLE PLACE|172|SOUTH PLAINFIELD|309900|103|C|2|C|254|16.05|LORDINA BUILDERS INC
NHW|202658|19771|20150106|1222|TEEPLE PLACE|176|SOUTH PLAINFIELD|285900|103|C|2|C|254|16.05|LORDINA BUILDERS INC
NHW|202627|27827|20150116|508|6TH STREET|100|OCEAN CITY|570000|101|C|2|N|607|13|HARCOLE LLC
NHW|202963|28255|20150223|1919|UNGER AVENUE|125|STANHOPE|315000|101|C|2|N|10301|1|ROSEWOOD COMMUNITIES INC
NHW|202895|28852|20150320|1347|ARMSTRONG UNIT-B|34B|SOUTH BOUND BROOK|256470|103|C|2|C|68|18|TUNISON HOME IMPROVEMENT INC
NHW|202854|32424|20141231|118|CEDAR SPRINGS DRIVE|1|NORTHFIELD|320000|101|C|2|N|1|2.08|SEA BREEZE DEVELOPMENT LLC
NHW|202685|34332|20150123|2002|LUPINE WAY|33|CLARK|659000|101|C|2|N|176|46|DIVERSE DEVELOPMENT LLC
NHW|202640|47500|20150306|1507|LIEN STREET|123|TOMS RIVER TOWNSHIP|310000|101|C|2|N|537|79.01|HKE BUILDERS
PWC|04870655|40183|20150126|1213|Elmcrest Dr|7|Monroe|582804|101|C|2|H|25|25.76|K HOVNANIAN AT MONROE NJ LLC
PWC|04870772|40183|20150218|1213|Saratoga Ln|23|Monroe|634990|101|C|2|H|25.04|10|K HOVNANIAN AT MONROE NJ LLC
PWC|04870855|40183|20141219|1213|Saratoga Ln|41|Monroe|610891|101|C|2|H|25.04|18|K HOVNANIAN AT MONROE NJ LLC
PWC|04870734|40183|20150123|1213|Saratoga Ln|15|Monroe|589653|101|C|2|H|25.04|6|K HOVNANIAN AT MONROE NJ LLC
PWC|04870526|40183|20150220|1213|Saratoga Ln|58|Monroe|634990|101|C|2|H|25|25.63|K HOVNANIAN AT MONROE NJ LLC
PWC|05196744|40337|20150129|1103|Creamery Rd|2|Hamilton|890000|101|C|2|H|2739|3|ORLEANS AT HAMILTON LLC
PWC|02547065|40729|20150129|108|Mallard Ln|227|W Atlantic City|170000|102|C|2|H|4305|4C107|MATZEL & MUMFORD AT EGG HARBOR LLC
PWC|02547040|40729|20141215|108|Mallard Ln|223|Egg Harbor Twp|165000|102|C|2|H|4305|4C105|MATZEL & MUMFORD AT EGG HARBOR LLC
PWC|02547032|40729|20141215|108|Mallard Ln|221|Egg Harbor Twp|165000|102|C|2|H|4305|4C104|MATZEL & MUMFORD AT EGG HARBOR LLC
PWC|04727678|41136|20130704|501|21st St|782|AVALON|463800|101|C|2|H|22.09|54|DRUMAR CONSTRUCTION COMPANY LLC
PWC|05084599|41136|20140824|501|21st St|878|AVALON|300000|101|C|2|H|22.09|11 & 13|DRUMAR CONSTRUCTION COMPANY LLC
PWC|05001492|41136|20140723|501|Sunrise Dr|593|AVALON|374165|101|C|2|H|19.10|3|DRUMAR CONSTRUCTION COMPANY LLC
PWC|04368937|41459|20150120|715|Four Seasons Dr|131|N Caldwell|571783|102|C|2|H|101|2C0131|K HOVNANIAN AT NORTH CALDWELL III LLC
PWC|04369372|41459|20150206|715|Four Seasons Dr|27|N Caldwell|544320|102|C|2|H|101|2C0027|K HOVNANIAN AT NORTH CALDWELL III LLC
PWC|04369049|41459|20150127|715|Four Seasons Dr|105|N Caldwell|561813|102|C|2|H|101|2C0105|K HOVNANIAN AT NORTH CALDWELL III LLC
PWC|05185531|41994|20150316|1507|George Road|558|TOMS RIVER|196000|101|C|2|H|108.17|14|MAGOO MODULAR LLC
PWC|05185523|41994|20150125|1515|Naples Court|354|Chadwick Beach|399900|101|C|2|H|1946.04|57|MAGOO MODULAR LLC
PWC|05185513|41994|20150115|1515|Morton Drive|19|LAVALLETTE|301300|101|C|2|H|967|28|MAGOO MODULAR LLC
PWC|05069733|42210|20140911|1209|McGowan Ct|1|OLD BRIDGE|299900|102|C|2|H|21001|11.12|MADISON CROSSING AT BIRCH HILL LLC
PWC|05011162|42428|20140603|1308|Woodland Avenue|524|BRIELLE|559908|101|C|2|H|32.01|30|RALCO BUILDERS
PWC|05035376|42428|20140616|1327|Marcellus Avenue|23|MANASQUAN|545000|101|C|2|H|70|8|RALCO BUILDERS
PWC|05011155|42428|20140619|1525|Arnold Avenue|302|POINT PLEASANT BEACH|436000|101|C|2|H|87|2|RALCO BUILDERS
PWC|05075369|42428|20140814|1327|Pine Avenue|377|MANASQUAN|527500|101|C|2|H|126|23 & 24|RALCO BUILDERS
PWC|S10256281417|43600|20150211|1103|Sierra Dr|1417|Hamilton|270530|104|C|2|C|1501.01|145-152|THE COLUMBIA GROUP OF HAMILTON LLC
PWC|S10256281432|43600|20150313|1103|Sierra Dr|1432|Hamilton|275045|104|C|2|C|1501.01|145-152|THE COLUMBIA GROUP OF HAMILTON LLC
PWC|05176163|43961|20150120|614|Tammie Terrace|1351|VINELAND|192500|101|C|2|H|5801|20.15|FOLKSTONE PROPERTIES LLC
PWC|04817181|44232|20150107|501|First Avenue|3044|AVALON|1750000|101|C|2|H|30.03|23|5110 LANDIS AVENUE LLC
PWC|05144797|44340|20150129|906|Webster Avenue #2|147|JERSEY CITY|415000|101|C|2|H|03804|15|307 BARROW STREET LLC
PWC|05144802|44340|20150122|906|Webster Avenue #1|147|JERSEY CITY|435000|101|C|2|H|03804|15|307 BARROW STREET LLC
PWC|S1025818426|44658|20150223|1217|Tower Blvd|426|Piscataway|275000|104|C|2|C|413.1|3.06|10273 TOWER REALTY GROUP LLC
PWC|S1025818434|44658|20150113|1217|Tower Blvd|434|Piscataway|284000|104|C|2|C|413.1|3.06|10273 TOWER REALTY GROUP LLC
PWC|S1025818436|44658|20150122|1217|Tower Blvd|436|Piscataway|280000|104|C|2|C|413.1|3.06|10273 TOWER REALTY GROUP LLC
PWC|S1025784833|44914|20150313|1217|Liberty Ct|833|Piscataway|336310|104|C|2|C|9001|44.14C883|JSM AT FAIRWAY LLC
PWC|S1025784847|44914|20150219|1217|Liberty Ct|847|Piscataway|361276|104|C|2|C|9001|44.14C884|JSM AT FAIRWAY LLC
PWC|S102586774|44914|20150223|1217|Andrews Way|74|Piscataway|482945|104|C|2|C|9001|44.14C187|JSM AT FAIRWAY LLC
PWC|S102586762|44914|20150225|1217|Andrews Way|62|Piscataway|523254|104|C|2|C|9001|44.14C186|JSM AT FAIRWAY LLC
PWC|S1025651111|45101|20150323|2009|E Elizabeth Ave #111|104|Linden|249900|104|C|2|C|201|11|TWINS AT LINDEN LLC
PWC|S1025651408|45101|20150330|2009|E Elizabeth Ave #408|104|Linden|240900|104|C|2|C|201|11|TWINS AT LINDEN LLC
PWC|05204731|45379|20150317|1533|Moonlight Drive|7|BARNEGAT|354370|101|C|2|H|90.44|8|PARAMOUNT HOMES AT WALL LLC
PWC|05193578|45379|20150220|1533|Twilight Drive|47|BARNEGAT|383705|101|C|2|H|90.43|18|PARAMOUNT HOMES AT WALL LLC
PWC|05179637|45379|20150130|1533|Eventide Drive|33|BARNEGAT|472848|101|C|2|H|90.45|15|PARAMOUNT HOMES AT WALL LLC
PWC|05179137|45379|20150115|1533|Firefly Drive|5|BARNEGAT|709230|101|C|2|H|90.42|8|PARAMOUNT HOMES AT WALL LLC
PWC|05192202|45379|20150220|1533|Twilight Drive|35|BARNEGAT|307000|101|C|2|H|90.43|12|PARAMOUNT HOMES AT WALL LLC
PWC|05200527|45379|20150312|1533|Eventide Drive|27|BARNEGAT|440551|101|C|2|H|90.45|12|PARAMOUNT HOMES AT WALL LLC
PWC|05169548|45379|20141230|1533|Eventide Drive|13|BARNEGAT|374029|101|C|2|H|90.45|5|PARAMOUNT HOMES AT WALL LLC
PWC|S1025834511|45565|20150121|1222|E Celebrations Way|511|S Plainfield|271380|104|C|2|C|517|1C511|JSM AT TINGLEY LLC
PWC|S102588333|45565|20150226|1222|Campbell St|33|S Plainfield|489654|104|C|2|C|517|1C33|JSM AT TINGLEY LLC
PWC|S102588323|45565|20150213|1222|Campbell St|23|S Plainfield|465039|104|C|2|C|517|1C23|JSM AT TINGLEY LLC
PWC|S102588319|45565|20150212|1222|Campbell St|19|S Plainfield|481330|104|C|2|C|517|1C19|JSM AT TINGLEY LLC
PWC|S102584212|45565|20150107|1222|Campbell St|12|S Plainfield|419160|104|C|2|C|517|1C12|JSM AT TINGLEY LLC
PWC|S1025834544|45565|20150109|1222|E Celebrations Way|544|S Plainfield|263880|104|C|2|C|517|1C544|JSM AT TINGLEY LLC
PWC|S1025834535|45565|20150212|1222|E Celebrations Way|535|S Plainfield|261240|104|C|2|C|517|1C535|JSM AT TINGLEY LLC
PWC|S1025834531|45565|20150212|1222|E Celebrations Way|531|S Plainfield|280860|104|C|2|C|517|1C531|JSM AT TINGLEY LLC
PWC|04859711|45566|20150306|509|45th Place - East|342|SEA ISLE CITY|960000|102|C|2|H|45.07|22.01 23|MEADOWVIEW DEVELOPERS LLC
PWC|05197104|45737|20150114|1530|Millcreek Rd|1403|MANAHAWKIN|245000|101|C|2|H|147.11|30|COVENTRY ADDITIONS & REMODELING LLC
PWC|05185559|45808|20150115|1531|N 9th Street|317|Surf City|389601|101|C|2|H|106|7|JERSEY SHORE MODULAR HOMES LLC
PWC|05185544|45808|20150115|1331|Church Street|250|BELFORD|245000|101|C|2|H|266|2|JERSEY SHORE MODULAR HOMES LLC
PWC|05004271|45900|20141212|264|Pineview Dr|36|Waldwick|529520|102|C|2|H|163.08|15.36|K HOVNANIAN @ WALDWICK LLC
PWC|05004449|45900|20150130|264|Masterson Ct #307|14|Waldwick|531000|102|C|2|H|163.08|15.46|K HOVNANIAN @ WALDWICK LLC
PWC|05004361|45900|20150116|264|Pineview Dr|24|Waldwick|529310|102|C|2|H|163.08|15.30|K HOVNANIAN @ WALDWICK LLC
PWC|05004373|45900|20141212|264|Pineview Dr|26|Waldwick|654482|102|C|2|H|163.08|15.31|K HOVNANIAN @ WALDWICK LLC
PWC|05004402|45900|20150129|264|Masterson Ct|6|Waldwick|533432|102|C|2|H|163.08|15.42|K HOVNANIAN @ WALDWICK LLC
PWC|05088502|45945|20150225|509|45th Street - East|125|SEA ISLE CITY|765000|102|C|2|H|44.03|6|PROPERTIES OF S J LLC
PWC|05197505|45983|20150130|234|Maywood Ave|356|MAYWOOD|675000|101|C|2|H|102|4.01|ESTATE DEVELOPERS LLC
PWC|05179329|45983|20141231|234|Maywood Avenue|368|MAYWOOD|600000|101|C|2|H|102|4.04|ESTATE DEVELOPERS LLC
PWC|05203476|45984|20150220|246|Daniel Ct|3|PARAMUS|1400000|101|C|2|H|3904|7.02|TOP REALTY LLC
PWC|04967024|46017|20150130|1424|Wheatsheaf Farm Rd|26|Morristown|916691|102|C|2|H|3103|60C0084|K HOVNANIAN AT MORRIS TWP LLC
PWC|04967092|46017|20150126|1424|Wheatsheaf Farm Rd|10|Morristown|822950|102|C|2|H|3103|60C0070|K HOVNANIAN AT MORRIS TWP LLC
PWC|04967176|46017|20150130|1424|Wheatsheaf Farm Rd|9|Morristown|1225415|102|C|2|H|3103|60C0069|K HOVNANIAN AT MORRIS TWP LLC
PWC|04967182|46017|20150211|1424|Wheatsheaf Farm Rd|19|Morristown|1100628|102|C|2|H|3103|60C0077|K HOVNANIAN AT MORRIS TWP LLC
PWC|04967041|46017|20141215|1424|Wheatsheef Farm Rd|22|Morristown|1050000|102|C|2|H|3103|60C0080|K HOVNANIAN AT MORRIS TWP LLC
PWC|05194391|46112|20150130|802|Dogwood Drive|427|DEPTFORD|225407|102|C|2|H|5.44|3CO427|THE RYLAND GROUP INC
PWC|05207305|46112|20150220|802|Dogwood Drive|421|DEPTFORD|235365|102|C|2|H|5.44|3C0421|THE RYLAND GROUP INC
PWC|05176896|46112|20141230|313|Lani Lane|1|MARLTON|390000|102|C|2|H|15.08|3.01|THE RYLAND GROUP INC
PWC|05162171|46112|20141230|313|Keegan Court|36|MARLTON|394532|102|C|2|H|15.08|3.37|THE RYLAND GROUP INC
PWC|05109614|46112|20140930|802|Dogwood Drive|416|DEPTFORD|192250|102|C|2|H|5.44|76|THE RYLAND GROUP INC
PWC|05176885|46112|20141223|802|Dogwood Drive|412|DEPTFORD|218922|102|C|2|H|5.44|3|THE RYLAND GROUP INC
PWC|05207312|46112|20150220|802|Dogwood Drive|423|DEPTFORD|195673|102|C|2|H|5.44|3C0423|THE RYLAND GROUP INC
PWC|05207299|46112|20150220|802|Dogwood Drive|419|DEPTFORD|187789|102|C|2|H|5.44|3C4019|THE RYLAND GROUP INC
PWC|05194407|46112|20150206|802|Dogwood Drive|429|DEPTFORD|262189|102|C|2|H|5.44|3CO429|THE RYLAND GROUP INC
PWC|05197637|46112|20150129|802|Dogwood Dr|425|DEPTFORD|210615|102|C|2|H|5.44|3C0425|THE RYLAND GROUP INC
PWC|05194415|46112|20150130|802|Dogwood Drive|439|DEPTFORD|264714|102|C|2|H|5.44|3CO439|THE RYLAND GROUP INC
PWC|05225563|46319|20150319|2018|Linden Place|38|SUMMIT|3100000|102|C|2|H|3209|5|SUNSET DEVELOPERS MAPLE 119 LLC
PWC|05112329|46460|20140930|1514|Appolo Rd|620|LAKEWOOD|585000|101|C|2|H|104|53.05|APPLOLO ESTATES LLC
PWC|05208308|46460|20150301|1514|Appolo Road|614|LAKEWOOD|585000|101|C|2|H|104|53.02|APPLOLO ESTATES LLC
PWC|05223636|46484|20150319|1511|Winslow Dr|19|JACKSON|315000|101|C|2|H|4718|16|OHB    HOMES INC
PWC|05179785|46484|20141230|1511|Winslow Dr|15|JACKSON|336960|101|C|2|H|4718|18|OHB    HOMES INC
PWC|05197652|47119|20150219|509|Venicean Rd - North|4477|SEA ISLE CITY|930000|102|C|2|H|44.05|81|4477 VENICEAN LLC
PWC|05197662|47119|20150227|509|Venicean Rd - South|4477|SEA ISLE CITY|965000|102|C|2|H|44.05|81|4477 VENICEAN LLC
PWC|05211607|47222|20150220|509|54th Street - East|122|SEA ISLE CITY|800000|102|C|2|H|54.02|19|DLPT ASSOCIATES LLC
PWC|05211614|47222|20150220|509|54th Street - West|122|SEA ISLE CITY|805000|102|C|2|H|54.03|19|DLPT ASSOCIATES LLC
QBW|         507545|2034|20150227|108|Balsam|6|EGG HARBOR TOWNSHIP|194900|101|C|2|N|2509|29|MAX GURWICZ & SON INC
QBW|         495925|2411|20150122|219|Old Palisade Road|151 A|FORT LEE|795000|102|C|2|C|4354|8|V & R DEVELOPERS INC
QBW|         495926|2411|20150122|219|Old Palisade Road|151 B|FORT LEE|770000|102|C|2|C|4354|8|V & R DEVELOPERS INC
QBW|         504884|5097|20141229|1529|Wiley Way|30|South Toms River|177500|105|C|2|C|8.04|1.404|R STONE & COMPANY
QBW|         508240|5097|20150219|1529|Wiley Way|12|South Toms River|180000|104|C|2|C|8.04|1.202|R STONE & COMPANY
QBW|         493340|5097|20150115|1530|Trent Court|2|Manahawkin|345000|101|C|2|N|51|29.02|R STONE & COMPANY
QBW|         507534|5097|20141224|1530|Stonehill Road|9|Manahawkin|401325|101|C|2|N|51|29.17|R STONE & COMPANY
QBW|         508241|5097|20150310|1529|Wiley Way|14|South Toms River|187000|104|C|2|C|8.04|1.203|R STONE & COMPANY
QBW|         501662|7831|20150313|1411|Willow Way|4|Florham Park|830000|101|C|2|N|1802|32|BOB MCEWAN CONSTRUCTION INC
QBW|         508391|14297|20150325|803|Salarno Court|315|MULLICA HILL|464240|101|C|2|H|1202|2.09|PROCACCI DEVELOPMENT CO INC*
QBW|         502839|14297|20150120|808|Salarno Court|311|MULLICA HILL|597470|101|C|2|H|1202|2.11|PROCACCI DEVELOPMENT CO INC*
QBW|         506642|14297|20141231|808|Salarno Ct|310|MULLICA HILL|691485|101|C|2|H|1202|2.01|PROCACCI DEVELOPMENT CO INC*
QBW|         506641|14297|20150206|808|Salarno Ct|318|MULLICA HILL|577960|101|C|2|H|1202|2.05|PROCACCI DEVELOPMENT CO INC*
QBW|         498458|22587|20150227|1517|North Highland Avenue|10001|Beach Haven Park|620000|103|C|2|C|11.16|16|J D M ANDREWS CONSTRUCTION INC
QBW|         498459|22587|20141223|1517|South Highland Avenue|10001|Beach Haven Park|225000|103|C|2|H|11.16|16|J D M ANDREWS CONSTRUCTION INC
QBW|         505598|22587|20150227|1530|Jeremy|112|Manahawkin|397970|101|C|2|N|147.79|4|J D M ANDREWS CONSTRUCTION INC
