BUILDER_REGNO|COMPANY_NAME|STREET_1|STREET_2|CITY|STATE|ZIP|BUILDER_STATUS|RENEWAL_DATE|PLAN
30409|III & IV DEVELOPMENT COMPANY LLC|18 PINE TREE LANE||FAIRHAVEN|NJ|07704|E|20080731|*
30410|CB DEVELOPERS LLC|523 LANTERN LANE||PHILADELPHIA|PA|19128|E|20080731|*
30411|STONEBRIDGE GROUP INC|3 NORTH HONEYMAN ROAD||WHITEHOUSE STATION|NJ|08889|E|20120731|*
30412|INTERLANTE INVESTMENTS LLC|17 STONEGATE COURT||BLACKWOOD|NJ|08012|E|20060731|*
30413|MERCURY GENERAL CONTRACTING INC|36 LAURELWYCK DRIVE||WARETOWN|NJ|08758|E|20040731|*
30414|AMOROSO BUILDERS INC|P O BOX 3474||MERCERVILLE|NJ|08619|E|20020731|*
30415|LANESLEY BUILDING & DEVELOPMENT INC|4 HALSEY FARM LN||LEBANON|NJ|08833|E|20120731|R
30416|PAGANO ENTERPRISES       *|DBA J & M PAGANO BUILDING LLC|31 SEASIDE COURT|MARGATE CITY|NJ|08402||20150331|*
30417|MARK BERNET GENERAL CONTRACTOR|PO BOX 161||CREAM RIDGE|NJ|08514|E|20100731|*
30418|ROYCE SIGNATURE HOMES CORP|644C NEWMAN SPRINGS ROAD||LINCROFT|NJ|07738|E|20020731|A
30419|MOUNTAIN LAKES ESTATES INC|626 SCHUYLEE  AVENUE||KEARNY|NJ|07032|E|20090331|*
30420|FIRST BAPTIST DEVELOPMENT AND URBAN|RENEWAL CORP|630 FRANKLIN BOULEVARD|SOMERSET|NJ|08873|E|20060731|*
30421|HOLLY HOMES|PO BOX 506||STANHOPE|NJ|07874|E|20040731|*
30422|A & R ALBRECHT & SONS INC|45 JOY LANE||OLD BRIDGE|NJ|08857||20160731|*
30423|STEPHEN GIANGIULIO|605 GORHAM AVENUE|P O BOX 704|NORTH CAPE MAY|NJ|08204|E|20020731|*
30424|MAIO CONSTRUCTION CO INC|11 MINISINK ROAD||NEWTON|NJ|07860|E|20131231|*
30425|TRIPLE D CONSTRUCTION INC|523 MILTONIA STREET||LINDEN|NJ|07036|E|20080731|*
30426|MILE ANEVSKI|36 DWIGHT STREET||WAYNE|NJ|07470|E|20080731|*
30427|DIVERSIFIED DEVELOPMENT GROUP|54 ELM STREET||MORRISTOWN|NJ|07960|E|20020731|*
30428|CUSTOM HOMES BY R JONES LLC|6 ASPEN COURT||OCEAN|NJ|07712|E|20020731|*
30429|GCT & ASSOCIATES|PO BOX 466||WILLIAMSTOWN|NJ|08094|E|20020731|*
30430|MONROE DEVELOPMENT GROUP LLC|133 PATRIOT HILL DR||BASKING RIDGE|NJ|07920|E|20020731|*
30431|BEN MAR L L C|20 WESTDALE AVENUE||HILLSDALE|NJ|07642||20150331|*
30432|17 WISINA INC DBA RYCO|P O BOX 1211||MEDFORD|NJ|08055|E|20020731|*
30433|MOHAWK CONSTRUCTION INC|61 ROUTE 181||LAKE HOPATCONG|NJ|07849|E|20020731|*
30434|PIETRO PITTALUGA & KATHLEEN M PITTALUGA|210 HAGAN ROAD||CAPEMAY COURT HOUSE|NJ|08210|E|20020731|*
30435|GO SKI LLC|200 SOUTH FIRST STREET||ELIZABETH|NJ|07206|E|20020731|*
30436|KIMCO PROPERTIES LLC|T/A KIMCO DEVELOPMENT|42 SEAVIEW DRIVE|LONGPORT|NJ|08403|E|20100731|*
30437|JOHN OGRADY BUILDING|303 BEACHFRONT||MANASQUAN|NJ|08736|E|20020731|*
30438|SOVA PLACE LLC|25 COLTSFOOT GLEN||SADDLE RIVER|NJ|07458|E|20020731|*
30439|KRYGER HOMES|64 UNION AVENUE||UPPER SADDLE RIVER|NJ|07458||20150731|*
30440|LUIS G ALVARDO|419 MCKINLEY STREET||LINDEN|NJ|07036|E|20020731|
30441|LEGACY CONSTRUCTION CO INC|P O BOX 413||MEDFORD|NJ|08055|E|20020731|*
30442|CYNTHIA & ANTHONY SIERRA|32 WOODHURST DRIVE||VOORHEES|NJ|08043|E|20040731|*
30443|PONDVIEW ESTATES LLC|ATTN: IRENE R BROMBERG|820 MORRIS TURNPIKE|SHORT HILLS|NJ|07078|E|20040731|R
30444|JOHN FINAN BUILDERS INC|55 MAC ARTHUR AVENUE||CLOSTER|NJ|07624||20160731|*
30445|WORTHINGTON BUILDERS INC|89 WEST VALLEY BROOK ROAD||CALIFON|NJ|07830|E|20060731|*
30446|GILBERT A THOMAS CONSTRUCTION CO  *|2405 GOODLUCK ROAD||FORKED RIVER|NJ|08751|S||*
30447|KRAMER FAMILY BUILDERS AT THE MILL LLC|935 ALLWOOD ROAD||CLIFTON|NJ|07012|E|20060731|A
30448|VINCENT FERRANTE III|157 RIDGEDALE AVENUE||FLORHAM PARK|NJ|07932|E|20070731|*
30449|ORENSE CONSTRUCTION CORP|112 FURGESON STREET||NEWARK|NJ|07105|E|20020731|*
30450|ROBERT DONNELL|95 HUDSON ST||HOBOKEN|NJ|07030|E|20020731|R
30451|LAN DEVELOPMENT LLC|978 RIDGE RD||MONMOUTH JUNCTION|NJ|08852|E|20020731|*
30452|K S P ENTERPRISES INC|114 OVERLOOK AVE||WASHINGTON CROSSING|PA|18977|E|20020731|*
30453|KA BUILDERS INC|SUITE 3000|197 ROUTE 18|EAST BRUNSWICK|NJ|08816|E|20020731|*
30454|MARY O GRIESSER|83 WEST 12TH STREET||AVALON|NJ|08202|E|20020731|*
30455|JOBAH ENTERPRISES/JOHN ROBERT REMODELERS|3136 SOUTH MAIN ROAD||VINELAND|NJ|08360|E|20020731|*
30456|EXECUTIVE DEVELOPMENT LLC|684 NORTH BEERS STREET||HOLMDEL|NJ|07733|E|20040731|*
30457|WRIGLEY PARK DEVELOPMENT LLC|PO BOX 2736||FAIR LAWN|NJ|07410|E|20120731|R
30458|GENEVIEVE B GOODMAN & JAMES W HUNT|410 EAST FARRAGUT ROAD||WILDWOOD CREST|NJ|08260|E|20020731|*
30459|TRIPLE A BUILDERS LLC|431 SOUTH STREET||NEWARK|NJ|07105|E|20060731|A
30460|LOUIS & ANGIE CALAMUNCI|11 CARDIGAN DRIVE||TOMS RIVER|NJ|08757|E|20020731|*
30461|MANNY & SONS GENERAL CONTRACTORS CORP|431 SOUTH ST||NEWARK|NJ|07105|E|20040731|*
30462|APL DEVELOPMENT CORP|89-18 239TH ST||BELLEROSE|NY|11426|E|20080731|*
30463|MICHAEL HEATH CONSTRUCTION|14 KENDALL DRIVE||EGG HARBOR TOWNSHIP|NJ|08234|E|20020731|*
30464|MICHAEL P ADAMS|104 SPRING AVENUE||MARLTON|NJ|08053|E|20040731|*
30465|M & M AT SHERIDAN LLC|ATTN: PATRICIA DELUCO|100 VILLAGE COURT|HAZLET|NJ|07730|E|20080731|P
30466|THEODORE C ARAGONA JR*|1187 OCEAN AVE UNIT 2||SEABRIGHT|NJ|07760|S|20040731|*
30467|SCENIC GROUP LLC|550 ROUTE 22 EAST||HILLSIDE|NJ|07205|E|20040731|*
30468|BAY HAVEN ENTERPRISES INC|P O BOX 389||FORKED RIVER|NJ|08731|E|20030531|*
30469|MICHALE A ERNST|1034 NEW PEAR ST||VINELAND|NJ|08360|E|20020731|*
30470|JOSEPH J & BARBARA J TULSKIE|226 ORCHARD ROAD||SPRINGFIELD|PA|19064|E|20020731|*
30471|C A L SANTOS CONSTRUCTION CO INC|99 JABEZ STREET||NEWARK|NJ|07105|E|20080731|*
30472|INNOVATIVE HOUSING DEVELOPMENT CORP|49 CLIFFWOOD AVENUE||CLIFFWOOD|NJ|07721|E|20040731|*
30473|SEMINO CONSTRUCTION LLC|52 HILLCREST BOULEVARD||WARREN|NJ|07059|E|20040731|*
30474|FRED SOLINGER|71 HUNTER RD||LINCOLN PARK|NJ|07035|E|20080731|*
30475|WOODS @ OCEANA LLC|ONE BRUNSWICK CI||LAWRENCEVILLE|NJ|08648|E|20040731|*
30476|KPDL PROPERTIES INC|15 SILVER FOX LANE||SUSSEX|NJ|07461|E|20040731|*
30477|FALCON INDUSTRIES|186 MANTOLOKING ROAD||BRICK|NJ|08723||20160731|A
30478|GREENRIDGE ESTATES LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E|20100731|R
30479|FORSGATE HILLS LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E||
30480|BIRCH MEADOWS LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E||
30481|HICKORY WOODS LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E|20080731|R
30482|LAUREL ESTATES LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E|20120731|R
30483|PRIMROSE ACRES LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E|20060731|R
30484|HAWTHORNE ACRES LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E|20080731|R
30485|EAGLES LANDING LLC|SUITE 9|242 ROUTE 79|MORGANVILLE|NJ|07751|E|20060731|R
30486|ARCHITECTURAL DESIGN INCORPORATED|1182 SYCAMORE AVEENUE||TINTON FALLS|NJ|07724|E|20050930|*
30487|AIPHA CONTRACTORS INC|905 PEBBLE CREEK ROAD||PENNINGTON|NJ|08534|E|20020731|*
30488|ATLANTIC CAPE BUILDERS L L C|C/O ADVANTAGE RENTAL AND SALES|100 ROUTE 50|SEAVILLE|NJ|08230||20160430|*
30489|SHASTA BUILDERS|1881 ROUTE 37   LOT 342||TOMS RIVER|NJ|08757|||*
30490|RMC CUSTOM HOME BUILDERS INC|15 LEONARD CT||PRINCETON|NJ|08540|E|20020831|A
30491|NEWTON'S LANDING LLC|23 RT 31N SUITE A20||PENNINGTON|NJ|08534|E|20020831|R
30492|J & S GROUP INC|626 SCHUYLER AVE||KEARNY|NJ|07032|E|20020831|*
30493|FURY REALTY|333 SPOTSWOOD-ENGLISHTOWN ROAD||MONROE TOWNSHIP|NJ|08831|E|20040831|*
30494|ATLANTIC EQUITY CUSTOM HOMES LLC  *|485-A ROUTE 1 SOUTH||ISELIN|NJ|08830|E|20020831|A
30495|RICK WORLEY HOME IMPROVEMENTS LLC|820 EAST AVENUE||FRANKLINVILLE|NJ|08322|E|20020831|*
30496|ATLANTIC EQUITY-HARMONY ESTATES II LLC|485-A ROUTE 1 SOUTH||ISELIN|NJ|08830|E|20020831|A
30497|HUDSON COVE ASSOCIATES LLC|136 HUDSON COVE||EDGEWATER|NJ|07020|E|20040831|*
30498|EMJAY BUILDERS INC|72 MARTIN DRIVE||WHITING|NJ|08759|E|20060831|*
30499|SPORTELLI CONTRACTORS|1645 DEER PATH ROAD||EASTON|PA|18040|E|20100831|*
30500|ARATEN ESTATES INC|P O BOX 1122||CHERRY HILL|NJ|08034|E|20040831|*
30501|STANDARD CONSTRUCTION INC|107 MT HOREB ROAD||WARREN|NJ|07059|E|20080831|*
30502|SIGNATURE HOME BUILDERS AT THE HAMLET AT|HIDDEN MEADOWS LLC|140 SYLVAN AVENUE|ENGLEWOOD CLIFFS|NJ|07632|E|20040831|*
30503|HARBOR VISTA DEVELOPMENT CORP|434 EAST 2ND AVENUE||NORTH WILDWOOD|NJ|08260|E|20060831|A
30504|T & M BUILDERS|165 CLIFFWOOD AVENUE||CLIFFWOOD|NJ|07721|E|20060831|*
30505|LIFESTYLE BUILDERS INC|P O BOX 87||PERRINEVILLE|NJ|08535|E|20060831|
30506|JOHN RAYER|12 CHURCH ROAD||MEDIA|PA|19963|E|20020831|*
30507|K-LAND NO 5 LLC|ATTN PAT DISERIO|433 RIVER ROAD|HIGHLAND PARK|NJ|08904||20160831|P
30508|V&C HOME BUILDERS INC|PO BOX 1936||HOBOKEN|NJ|07030||20160831|A
30509|THOUKI STAVRIS|16 REEDS LANE||WOODCLIFF LAKE|NJ|07677|E|20020831|*
30510|KELLY CONSTRUCTION LLC|529 E PLUM STREET||VINELAND|NJ|08360|E|20101231|*
30511|ALNAZ CORPORATION|275 ROUTE 10 E STE 220-416||SUCCASUNNA|NJ|07876|E|20100831|*
30512|JOSE A IZQUIERDO|207-60TH STREET||WEST NEW YORK|NJ|07093|E|20020831|*
30513|SHOWCASE HOMES @ FORKED RIVER LLC|P O BOX 49||FREEHOLD|NJ|07728|E|20020831|*
30514|WALZ & SAAM LANDMARK CONSTRUCTION LLC|246 QUAKERTOWN ROAD|BOX 472|QUAKERTOWN|NJ|08868|E|20040831|*
30515|B 2 BUILDERS LLC|28 OXBOW LANE||BASKING RIDGE|NJ|07920|E|20040831|*
30516|MELJO LLC|5 EAST UNION||BURLINGTON|NJ|08016|E|20051031|*
30517|J RICCIARDELLA & SONS QUALITY HOMES INC|263 PALISADE AV||EMERSON|NJ|07630|E|20100831|*
30518|CENTRAL PARK RAMSEY ASSOC LLC|60 NORTH CENTRAL AVENUE||RAMSEY|NJ|07446|E|20040831|A
30519|W BRUCE & JEAN M BEATON|739 JOSEPH AVENUE||WARMINSTER|PA|18974|E|20020831|*
30520|THORGESEN CONST INC|3133 COHOCTON AVENUE||POINT PLEASANT|NJ|08742|E|20020831|*
30521|J A M DEVELOPMENT CO|53 MIARA ST||PARLIN|NJ|08859|E|20020831|*
30522|MCDERMOTT CONSTRUCTION|91 SEABREEZE WAY||KEANSBURG|NJ|07734|E|20020831|*
30523|BEECHWOOD BUILDERS LLC|10 DOGWOOD COURT||HACKETTSTOWN|NJ|07840|E|20080831|R
30524|THE SALAMON GROUP LLC|3190 BEACHVIEW DRIVE||TOMS RIVER|NJ|08753||20160731|*
30525|CONDON ASSOCIATES LLC|298 SUTTONS LANE||EDISON|NJ|08817|E|20060831|*
30526|A FAZIO BUILDERS INC|SUITE 202|3101 DUNE DRIVE|AVALON|NJ|08202|E|20040831|*
30527|TOBY TWO REALTY L L C|36 SPRINGBROOK ROAD||MORRISTOWN|NJ|07960|E|20080831|*
30528|MAC BROTHERS DEVELOPERS L L C|88 DILLINGHAM PLACE||ENGLEWOOD CLIFFS|NJ|07632|E|20110630|A
30529|WOOP BROTHERS CONTRACTING LLC|67 GUNN RD||BRANCHVILLE|NJ|07826|E|20140831|*
30530|FINE HOME CONSTRUCTION INC|488 FAIRVIEW AVENUE||WESTWOOD|NJ|07675|E|20100831|*
30531|STELIGA HOMES OF MEDFORD L L C|SUITE 203|154 COOPER ROAD|WEST BERLIN|NJ|08091|E|20060831|P
30532|STELIGA HOMES OF VOORHEES L L C|154 COOPER RD|SUITE 203|WEST BERLIN|NJ|08091|E|20100830|P
30533|BOB MURPHY|42 MYRTLE AVENUE||BUTLER|NJ|07405|E|20020831|*
30534|INN CONTRACTING LLC|P O BOX 291||WHITEHOUSE STATION|NJ|08889|E|20020831|*
30535|CARMAC INC|37 VIBURNUM LANE||MT LAUREL|NJ|08054|E|20020831|*
30536|ELITE COMMERCIAL CORP|52 HOAGLAND ROAD||BLAIRSTOWN|NJ|07825||20150831|*
30537|JOHN VIGANOLA CONSTRUCTION INC|203 BOYLE AVENUE||TOTOWA|NJ|07512|E|20020831|A
30538|RENAISSANCE HOMES|15 ABSECON ROAD||PARSIPPANY|NJ|07054|E|20020831|*
30539|STARLIGHT BUILDERS LLC|425 PRINCETON AVENUE||HILLSIDE|NJ|07205|E|20020831|*
30540|LUIS VAGUEIRO|78 HILLCREST DRIVE||CLARK|NJ|07066|E|20020831|*
30541|F & B BUILDERS LLC|229 DRAKE RD||CHERRY HILL|NJ|08034|E|20040831|*
30542|M & M AT SPARTA LLC|100 VILLAGE COURT||HAZLET|NJ|07730|E|20040831|P
30543|KINSMEN KUSTOM HOMES LLC|64 CEMETERY HILL ROAD||WASHINGTON|NJ|07882|E|20040831|R
30544|WOLET CONSTRUCTION CORP|SUITE 222|7 PENN PLAZA|NEW YORK|NY|10001|E|20060831|*
30545|BUILDEX CONSTRUCTION CO|10 ARDSLEY PL||MORGANVILLE|NJ|07751|E|20080831|*
30546|RENAISSANCE AT FAIRFIELD LLC|40 MONMOUTH PARK HIGHWAY||WEST LONG BRANCH|NJ|07764|E|20080831|P
30547|RUBEN FIX-IT CORP|413 WALKER ST||HUDSON|NJ|07022|E|20060831|*
30548|BENJAMIN F HINKLE JR & JUDITH A HINKLE|1363 KINGS HIGHWAY||PILESGROVE|NJ|08098|E|20020831|*
30549|DAVID M DITTO CARPENTER/BUILDER|2201 ALLEN ST||PT PLEASANT|NJ|08742|E|20140831|*
30550|RICHARD W AND LAURA A DAPP|T/A R & L CONSTRUCTION CO|1834 CHRIS COURT|VINELAND|NJ|08361|E|20020831|*
30551|L & L BUILDERS AND DEVELOPERS CORP|841 FRANKLIN AVE|SUITE 6|FRANKLIN LAKES|NJ|07417||20160831|A
30552|M & O REALTY|33 EAST HARDWOOD TERRACE||PALISADES PARK|NJ|07650|E|20130930|
30553|GOLD HAVEN PROPERTIES INC|78 EAST JERSEY STREET||ELIZABETH|NJ|07206|E|20130831|*
30554|BARON HOMEBUILDERS L L C|215 KUHL ROAD||FLEMINGTON|NJ|08822|E|20040831|A
30555|GERALD M & MARY M MAIER|755 SHANMONT AV||PHILADELPHIA|PA|19128|E|20020831|*
30556|ARLEEN DIADONE|145 WINDING WAY||HADONFIELD|NJ|08033|E|20020831|*
30557|5 STAR DEVELOPERS INC|320 GEORGIA COURT||SEWELL|NJ|08080|E|20040831|*
30558|STONEBRIDGE BUILDERS|114 FOXSHIRE DRIVE||LANCASTER|PA|17601|E|20020831|
30559|MONT PROPERTIES LLC|47 ORANGEBURGH ROAD||OLD TAPPAN|NJ|07675|E|20100831|*
30560|HAHR CONSTRUCTION|29 GROVE STREET||NORTH PLAINFIELD|NJ|07060|E|20020831|*
30561|JRB LLC|3155 SOUTH SYDENHAM STREET||PHILADELPHIA|PA|19145|E|20080831|*
30562|ROCK RIDGE DEVELOPERS LLC|64 N SUMMIT ST|SUITE 200|TENAFLY|NJ|07670||20160831|A
30563|A S VOEGTLIN & CO|PO BOX 2155||VINELAND|NJ|08360|E|20020831|*
30564|R & H PARTNERS LLC|108 KERR AVENUE||LAVALLETTE|NJ|08735|E|20020831|*
30565|TRADITION HOMES AT GV LLC|SUITE B-4|30 WASHINGTON AVENUE|HADDONFIELD|NJ|08033|E|20100831|A
30566|RHONDA HENNESSY|T/A ZANE BUILDERS|712 BROADWAY|VINELAND|NJ|08360|E|20020831|*
30567|MCGRATH BELZ CONTRACTORS &|DEVELOPERS INC|1710 BOULEVARD|SEASIDE PARK|NJ|08752|E|20040831|*
30568|PAUL TARANTINI|240 WILLOW ST||E BRUNSWICK|NJ|08816|E|20040831|A
30569|RLC BUILDERS LLC|1 GEORGIA TRAIL||MEDFORD|NJ|08055|E|20080831|*
30570|CLIFFORD & MCCORMICK DEVELOPMENT|PARTNERSHIP|39 GILLESPIE AVENUE|FAIR HAVEN|NJ|07704|E|20070430|*
30571|PETER TYMKO|10 SOUTH SEAS COURT||BARNEGAT|NJ|08005|E|20040930|A
30572|SOMERSET HEIGHTS DEVELOPERS LLC|62C FOREST DRIVE||SPRINGFIELD|NJ|07081|E|20020930|A
30573|MELISSA LONG|1146 WOODRUFF AVENUE||HILLSIDE|NJ|07205|E|20000930|*
30574|MICHELE THOMAS|418 LAUREL STREET||BAYVILLE|NJ|08721|E|20020930|*
30575|MORE BUILDERS INC|21 WALNUT AV||SOMERSET|NJ|08873|E|20020930|A
30576|MILON BUILDERS LLC|8 BRONSON WAY||SKILLMAN|NJ|08558|E|20020930|*
30577|CHRISTOPHER JAMES L L C|400 BERGEN BOULEVARD  #3||PALISADES PARK|NJ|07650|E|20040930|*
30578|C SIDERS BUILDERS|362 BAY AVENUE||TUCKERTON|NJ|08087|E|20100930|*
30579|ZEMEL CONSTRUCTION CORP INC|6 BROOK AVENUE||EDISON|NJ|08820|E|20130630|*
30580|JEWEL GENERAL CONSTRUCTION CO INC|908 DAVIS ROAD||BARRINGTON|NJ|08007|E|20060930|*
30581|FRONTIER ESTATES LLC|240 MARY ST  SUITE 5||HACKENSACK|NJ|07601|E|20020930|*
30582|POWDER HILL DEVELOPERS LLC|P O BOX 69||SADDLE RIVER|NJ|07458|E|20080930|A
30583|IVY BUILDERS LLC|14 ZION ROAD||HOPEWELL|NJ|08525|E|20040930|*
30584|JANUSZ BUILDERS|923 BANGOR ROAD||NAZARETH|PA|18064|E|20140930|*
30585|ROBERT T PRYOR T/A HOUSE TECT|PO BOX 471||MANTOLOKING|NJ|08738|E|20020930|*
30586|SALT BOX VILLAGE HOMES LLC|237 ROCK ROAD WEST||LAMBERTVILLE|NJ|08530|E|20100930|*
30587|RONALD GASIEWSKI & CHRISTINE GASIEWSKI|12708 MEDFORD ROAD||PHILADELPHIA|PA|19154|E|20020930|*
30588|SCALZO HOME IMPROVEMENTS INC|13 GORDON COURT||PORT MONMOUTH|NJ|07758|E|20040930|*
30589|WESTRUM SHERWOOD LLC|370 COMMERCE DRIVE||FORT WASHINGTON|PA|19034|E|20020930|R
30590|CUTRY CONSTRUCTION INC|TIDSWELL AVENUE||MEDFORD|NJ|08055|E|20020930|*
30591|POND & SPITZ HOMES AT CROPWELL GROVE LLC|5 GREENTREE CENTER  SUITE 215|ROUTE 73|MARLTON|NJ|08053|E|20060930|A
30592|POND&SPITZ HOMES @ MICKLETON VILLAG LLC|5 GREENTREE CENTER  SUITE 215|ROUTE 73|MARLTON|NJ|08053|E|20060930|A
30593|WYNDHAM GROVE ASSOCIATES LLC|SUITE 215|5 GREENTREE CENTER  RTE 73|MARLTON|NJ|08053|E|20040930|A
30594|PIZZO PIZZO & HEITZ LLC|1065 ROUTE 22 WEST||BRIDGEWATER|NJ|08807|E|20060930|*
30595|FAIRWAY LARUE L L C|415 ROUTE 24||CHESTER|NJ|07930|E|20020930|
30596|81 MONROE ST LLC|86 CALICOONECK RD||SOUTH HACKENSACK|07|07606|E|20020930|*
30597|O C A LLC|1299 STAGECOACH ROAD||OCEAN VIEW|NJ|08230|E|20080930|
30598|HETTINGER CONSTRUCTION CORP|69 DEMAREST AV||NORWOOD|NJ|07648|E|20040930|*
30599|A FERRARO CONSTRUCTION L L C|53 KING STREET||EDISON|NJ|08820||20160930|*
30600|ALEXANDER AND CATHERINE SZALKU*|834 6TH ST B PO BOX 204||OCEAN CITY|NJ|08226|E|20020930|*
30601|MOONEY CONSTRUCTION|539 ADAMSTON ROAD||BRICK|NJ|08723|E|20020930|*
30602|CAMPANA CONSTRUCTION|33 NEW MASHIPACONG ROAD||MONTAGUE|NJ|07827|E|20060930|*
30603|GINO AND SHARON CICCAGLIONE|21  DOBY ROAD||MENDHAM|NJ|07945|E|20020930|*
30604|D K CONSTRUCTION|P O BOX 693||STOCKHOLM|NJ|07460|E|20040930|*
30605|DAWN DEVELOPMENT CORP|659 ABBINGTON DR  STE 115||HIGHTSTOWN|NJ|08520|E|20040930|*
30606|MYNENI INC|682 ROUTE 440||JERSEY CITY|NJ|07304||20160930|*
30607|MADISON ST HYE GROUP INC|86 HUDSON STREET||HOBOKEN|NJ|07030|E|20020930|*
30608|BLUE RIDGE SOUTH L L C|T/A BLUE RIDGE SOUTH HOMES|38 E LONGPORT AVENUE|BAYVILLE|NJ|08721|E|20100930|*
30609|KH BUILDERS LLC|SUITE 101 NORTH|197 ROUTE 18|EAST BRUNSWICK|NJ|08816|E|20060930|R
30610|LUCASH MONTGOMERY BUILDERS LLC|340 PENNINGTON ROCKY HILL RD||PENNINGTON|NJ|08534||20160930|P
30611|NICHOLAS K NOVELLO & SONS INC|1 MILL STREET||BERNARDSVILLE|NJ|07924|E|20020930|*
30612|GERALD L VALENTINE|9334 VAN DIKE ST||PHILADELPHIA|PA|19114|E|20040930|*
30613|CJS INVESTMENT INC|238 NEPTUNE BLVD|SUITE 301|NEPTUNE|NJ|07753|E|20140930|*
30614|PETER A BERGER & PATRICIA A BERGER|107 KAREN ROAD||HOLLAND|PA|18966|E|20020930|*
30615|THIRD GENERATION REMODELING|PO BOX 825||MANAHAWKIN|NJ|08050|E|20040930|*
30616|JAMES MONROE L L C|132 DELAWARE LANE||FRANKLIN LAKES|NJ|07417|E|20020930|R
30617|SERAPITEL CONSTRUCTION INC|1149 HAND PLACE||ELIZABETH|NJ|07201|E|20060930|*
30618|ANGELO DE PERI & KATHLEEN DE PERI|531 DOREMUS AVENUE||GLEN ROCK|NJ|07452|E|20110630|*
30619|MOUNTAIN CREEK RESORT INC|50 SUGAR MAPLE LANE||HAMBURG|NJ|07419||20160831|R
30620|L J REALTY ASSOCIATES LLC *|80 BECKWITH AVENUE||PATERSON|NJ|07503|E|20020930|*
30621|NELSON A COSTA|229 MAGNOLIA AV||ELIZABETH|NJ|07206|E|20100531|*
30622|MANUEL C MARTINS|253 SECOND STREET||ELIZABETH|NJ|07206|E|20020930|*
30623|URBAN LEAGUE OF TRENTON INC|235 E HANOVER STREET||TRENTON|NJ|08618|E|20020930|*
30624|GLOUCESTER SENIOR HOUSING L L C|191 W WHITE HORSE PIKE||BERLIN|NJ|08009|E|20020930|*
30625|DBF ASSOCIATES INC|6 WESTVIEW DR||BLAIRSTOWN|NJ|07825|E|20020930|*
30626|JOE VENA BUILDING CO|422 MATAWAN AVE||CLIFFWOOD|NJ|07721|E|20140930|*
30627|MELLCO CONSTRUCTION INC|12 EAST DRIVE||TOMS RIVER|NJ|08753|E|20060930|*
30628|GFS CONSTRUCTION ENTERPRISES INC|806 NORTH OHIO AVE||ATLANTIC CITY|NJ|08401|E|20140630|*
30629|BROTHERS DEVELOPMENT L L C|101 EAST BROADWAY||HACKENSACK|NJ|07601|E|20051231|*
30630|T J R CUSTOM HOME BUILDERS LLC|71 GREEN POND ROAD||BELVIDERE|NJ|07823|E|20100930|*
30631|WEST END KB L L C|14 BRIDGEWATERS DRIVE||OCEAN PORT|NJ|07757||20150331|R
30632|OAK VALLEY CONSTRUCTION|92 ROUTE 23 NORTH||RIVERDALE|NJ|07457|E|20020930|*
30633|BREEN CAPITAL INVESTMENT CORPORATION|101 FARNSWORTH AVENUE||BORDENTOWN|NJ|08505|E|20020930|*
30634|FOX DORA L L C|42 VANDERBURG ROAD||MARLBORO|NJ|07746|E|20040930|
30635|ANTHONY CAPONE & LORRAINE CAPONE|828D BALMORAL COURT||LAKEWOOD|NJ|08701|E|20020930|*
30636|J B J INTERESTS LLC|100 MANTUA BOULEVARD||MANTUA|NJ|08051|E|20020930|*
30637|TRIAD III L L C|603 COOPER ROAD||WEST BERLIN|NJ|08091|E|20020930|*
30638|PAPARONE AT PATRIOT'S RIDGE LLC|2026 A BRIGGS RD||MT LAUREL|NJ|08054|E|20080930|
30639|A PATRICIA NAJJAR*|PO BOX 3160||FORT LEE|NJ|07024|E|20020930|*
30640|BOLAND CO LLC|3356 DUCTH MILL ROAD||NEWFIELD|NJ|08344|E|20060930|*
30641|DOW DEVELOPMENT LLC|78 BROOKSIDE TER||N CALDWELL|NJ|07006|E|20080930|*
30642|LEXINGTON HOMES CORP|1801 WINDSOR AV||TOMS RIVER|NJ|08753|E|20060930|*
30643|LUPAKS CONSTRUCTION COMPANY L L C|5 HELEN STREET||WARREN|NJ|07059|E|20141031|*
30644|BRIDGEPOINTE AT HARBOR HEIGHTS LLC|SUITE 235 SOUTH|197 ROUTE 18|EAST BRUNSWICK|NJ|08816|E|20061031|R
30645|STARLAND CORP|10 GRAND AVENUE||ENGLEWOOD|NJ|07631||20161031|*
30646|HOBER BUILDERS INC|205 BEACH AV||CAPE MAY|NJ|08204|E|20041031|*
30647|N WHITE HOMES|973 A MILLBROOK RD||NEWTON|NJ|07860|E|20081031|*
30648|K & R REALTY SOUTH AVE LLC|PO BOX 1034||SPRINGFIELD|NJ|07081|E|20021031|R
30649|MULLIGAN CONTRACTING|1688 NEW HAMPSHIRE AVENUE||TOMS RIVER|NJ|08755|E|20061031|*
